NEW.ID_PROG;YEAR;JULIANDAY;nb_evenement;HS;DS;HEURE_MIN;HEURE_MAX;DUREE;DUREE_CONSIDEREE;VALIDE;SESSION
158;2009;179;17;;;06:00;10:55;4,92;4,92;TRUE;0
158;2010;129;5;;;06:55;10:10;3,25;3,25;FALSE;1
158;2010;150;17;;;06:05;11:30;5,42;5,42;TRUE;2
158;2010;170;10;;;06:00;10:55;4,92;4,92;TRUE;3
159a;2006;135;9;;;08:05;13:30;5,42;5,42;TRUE;1
159a;2006;156;10;;;06:20;13:10;6,83;6,83;TRUE;2
159a;2006;180;6;;;06:25;11:05;4,67;4,67;TRUE;3
159a;2007;138;14;;;06:55;13:35;6,67;6,67;TRUE;1
159a;2007;157;20;;;06:05;13:00;6,92;6,92;TRUE;2
159a;2007;177;19;;;06:15;12:05;5,83;5,83;TRUE;3
159a;2008;140;13;;;06:45;13:25;6,67;6,67;TRUE;1
159a;2008;161;15;;;06:35;13:00;6,42;6,42;TRUE;2
159a;2008;179;11;;;06:00;13:10;7,17;7,17;TRUE;3
159a;2009;122;12;;;07:55;13:05;5,17;5,17;TRUE;0
159a;2009;137;6;;;06:05;13:35;7,5;7,5;TRUE;1
159a;2009;152;16;;;06:45;13:00;6,25;6,25;TRUE;2
159a;2009;164;16;;;06:30;13:25;6,92;6,92;TRUE;0
159a;2009;184;33;;;06:35;13:40;7,08;7,08;TRUE;3
159a;2010;154;17;;;06:30;13:55;7,42;7,42;TRUE;0
159b;2011;102;8;;;08:00;11:15;3,25;3,25;FALSE;0
159b;2011;168;16;;;08:00;12:00;4;4;TRUE;0
159b;2012;145;15;;;05:50;13:50;8;8;TRUE;1
159b;2012;153;14;;;06:10;11:35;5,42;5,42;TRUE;0
159b;2012;166;11;;;06:05;13:50;7,75;7,75;TRUE;2
159b;2012;178;10;;;12:35;13:45;1,17;1,17;FALSE;0
159b;2012;179;18;;;06:05;12:05;6;6;TRUE;0
159b;2012;192;23;;;06:15;12:00;5,75;5,75;TRUE;3
159b;2013;122;15;;;07:10;13:30;6,33;6,33;TRUE;0
159b;2013;128;11;;;06:25;13:25;7;7;TRUE;1
159b;2013;156;9;;;06:10;09:10;3;3;FALSE;0
159b;2013;170;20;;;06:10;11:40;5,5;5,5;TRUE;2
159b;2013;179;6;;;06:15;07:40;1,42;1,42;FALSE;0
159b;2013;182;11;;;06:55;13:40;6,75;6,75;TRUE;3
159b;2013;189;1;;;07:55;07:55;0;0;FALSE;0
159b;2014;116;5;;;10:00;11:30;1,5;1,5;FALSE;0
159b;2014;137;16;;;06:30;12:30;6;6;TRUE;1
159b;2014;154;21;;;05:55;12:30;6,58;6,58;TRUE;0
159b;2014;169;30;;;06:05;12:20;6,25;6,25;TRUE;2
159b;2014;184;20;;;05:35;10:25;4,83;4,83;TRUE;3
160a;2006;125;6;;;06:47;11:25;4,63;4,63;TRUE;0
160a;2006;134;7;;;06:17;11:17;5;5;TRUE;0
160a;2006;148;11;;;05:55;11:00;5,08;5,08;TRUE;1
160a;2006;156;12;;;05:55;11:42;5,78;5,78;TRUE;0
160a;2006;168;12;;;05:55;11:37;5,7;5,7;TRUE;2
160a;2006;176;9;;;05:55;12:00;6,08;6,08;TRUE;0
160a;2006;189;7;;;05:56;10:05;4,15;4,15;TRUE;3
160a;2007;125;13;;;06:37;11:00;4,38;4,38;TRUE;0
160a;2007;148;32;;;05:47;10:42;4,92;4,92;TRUE;1
160a;2007;167;29;;;05:43;11:34;5,85;5,85;TRUE;2
160a;2007;188;22;;;05:46;10:27;4,68;4,68;TRUE;3
160a;2008;122;47;;;06:00;11:43;5,72;5,72;TRUE;0
160a;2008;146;14;;;05:40;06:43;1,05;1,05;FALSE;0
160a;2008;153;43;;;05:48;11:35;5,78;5,78;TRUE;1
160a;2008;167;30;;;05:58;10:50;4,87;4,87;TRUE;2
160a;2008;187;26;;;06:10;12:25;6,25;6,25;TRUE;3
160a;2009;121;12;;;06:50;11:35;4,75;4,75;TRUE;0
160a;2009;142;22;;;06:20;11:35;5,25;5,25;TRUE;1
160a;2009;162;30;;;06:35;12:00;5,42;5,42;TRUE;2
160a;2009;184;10;;;07:05;10:22;3,28;3,28;FALSE;3
160a;2010;128;38;;;06:20;11:00;4,67;4,67;TRUE;0
160a;2010;144;38;;;05:55;11:00;5,08;5,08;TRUE;1
160a;2010;164;22;;;05:40;11:50;6,17;6,17;TRUE;2
160a;2010;183;17;;;06:15;10:30;4,25;4,25;TRUE;3
160a;2011;121;22;;;06:25;11:45;5,33;5,33;TRUE;0
160a;2011;142;20;;;05:55;11:15;5,33;5,33;TRUE;1
160a;2011;164;25;;;05:45;11:55;6,17;6,17;TRUE;2
160a;2011;184;18;;;05:55;12:02;6,12;6,12;TRUE;3
160a;2012;122;20;;;06:35;11:00;4,42;4,42;TRUE;0
160a;2012;141;13;;;06:00;11:10;5,17;5,17;TRUE;1
160a;2012;162;21;;;06:35;11:50;5,25;5,25;TRUE;2
160a;2012;185;14;;;06:10;11:25;5,25;5,25;TRUE;3
160a;2013;122;18;;;06:50;09:35;2,75;2,75;FALSE;0
160a;2013;147;12;;;06:15;11:30;5,25;5,25;TRUE;1
160a;2013;166;20;;;06:30;11:07;4,62;4,62;TRUE;2
160a;2013;189;8;;;06:35;10:55;4,33;4,33;TRUE;3
160a;2014;121;30;;;06:37;11:10;4,55;4,55;TRUE;0
160a;2014;144;15;;;06:24;11:05;4,68;4,68;TRUE;0
160a;2014;163;14;;;06:27;11:15;4,8;4,8;TRUE;0
160b;2007;125;13;;;06:37;11:00;4,38;4,38;TRUE;0
160b;2007;148;32;;;05:47;10:42;4,92;4,92;TRUE;1
160b;2007;167;29;;;05:43;11:34;5,85;5,85;TRUE;2
160b;2007;188;22;;;05:46;10:27;4,68;4,68;TRUE;3
160b;2008;122;47;;;06:00;11:43;5,72;5,72;TRUE;0
160b;2008;146;14;;;05:40;06:43;1,05;1,05;FALSE;0
160b;2008;153;43;;;05:48;11:35;5,78;5,78;TRUE;1
160b;2008;167;30;;;05:58;10:50;4,87;4,87;TRUE;2
160b;2008;187;26;;;06:10;12:25;6,25;6,25;TRUE;3
160b;2009;121;12;;;06:50;11:35;4,75;4,75;TRUE;0
160b;2009;142;22;;;06:20;11:35;5,25;5,25;TRUE;1
160b;2009;162;30;;;06:35;12:00;5,42;5,42;TRUE;2
160b;2009;184;10;;;07:05;10:22;3,28;3,28;FALSE;3
160b;2010;128;38;;;06:20;11:00;4,67;4,67;TRUE;0
160b;2010;144;38;;;05:55;11:00;5,08;5,08;TRUE;1
160b;2010;164;22;;;05:40;11:50;6,17;6,17;TRUE;2
160b;2010;183;17;;;06:15;10:30;4,25;4,25;TRUE;3
160b;2011;121;22;;;06:25;11:45;5,33;5,33;TRUE;0
160b;2011;142;20;;;05:55;11:15;5,33;5,33;TRUE;1
160b;2011;164;25;;;05:45;11:55;6,17;6,17;TRUE;2
160b;2011;184;18;;;05:55;12:02;6,12;6,12;TRUE;3
160b;2012;122;20;;;06:35;11:00;4,42;4,42;TRUE;0
160b;2012;141;13;;;06:00;11:10;5,17;5,17;TRUE;1
160b;2012;162;21;;;06:35;11:50;5,25;5,25;TRUE;2
160b;2012;185;14;;;06:10;11:25;5,25;5,25;TRUE;3
160b;2013;122;18;;;06:50;09:35;2,75;2,75;FALSE;0
160b;2013;147;12;;;06:15;11:30;5,25;5,25;TRUE;1
160b;2013;166;20;;;06:30;11:07;4,62;4,62;TRUE;2
160b;2013;189;8;;;06:35;10:55;4,33;4,33;TRUE;3
160b;2014;121;30;;;06:37;11:10;4,55;4,55;TRUE;0
160b;2014;144;15;;;06:24;11:05;4,68;4,68;TRUE;0
160b;2014;163;14;;;06:27;11:15;4,8;4,8;TRUE;0
161;2006;133;7;;;07:30;11:30;4;4;TRUE;1
161;2006;162;23;;;06:17;12:35;6,3;6,3;TRUE;2
161;2006;182;13;;;06:24;09:55;3,52;3,52;FALSE;3
161;2007;146;10;;;07:12;13:05;5,88;5,88;TRUE;0
161;2007;189;11;;;06:59;12:30;5,52;5,52;TRUE;0
162;2007;153;3;;;09:00;11:30;2,5;2,5;FALSE;0
162;2007;195;10;;;08:00;09:00;1;1;FALSE;0
162;2008;143;1;;;11:00;11:00;0;0;FALSE;0
162;2009;202;1;;;08:30;08:30;0;0;FALSE;0
162;2010;144;1;;;08:00;08:00;0;0;FALSE;1
162;2010;174;4;;;08:15;11:00;2,75;2,75;FALSE;2
162;2010;210;3;;;07:30;09:00;1,5;1,5;FALSE;3
162;2015;174;6;;;06:30;11:30;5;5;TRUE;0
162;2016;125;1;;;07:00;07:00;0;0;FALSE;0
163;2006;133;8;;;08:10;12:10;4;4;TRUE;1
163;2006;147;10;;;07:00;11:40;4,67;4,67;TRUE;0
163;2006;168;9;;;06:45;12:30;5,75;5,75;TRUE;2
163;2006;189;3;;;07:00;09:00;2;2;FALSE;3
163;2007;132;6;;;07:45;11:30;3,75;3,75;FALSE;0
163;2007;146;8;;;06:30;12:00;5,5;5,5;TRUE;0
163;2007;188;1;;;07:00;07:00;0;0;FALSE;0
163;2007;189;5;;;07:30;11:00;3,5;3,5;FALSE;0
163;2008;139;15;;;06:50;11:50;5;5;TRUE;1
163;2008;153;14;;;07:20;11:40;4,33;4,33;TRUE;0
163;2008;173;9;;;07:46;09:49;2,05;2,05;FALSE;2
163;2008;186;7;;;07:17;12:03;4,77;4,77;TRUE;3
163;2009;137;2;;;08:25;09:32;1,12;1,12;FALSE;1
163;2009;141;14;;;06:52;10:42;3,83;3,83;FALSE;0
163;2009;157;16;;;06:35;10:45;4,17;4,17;TRUE;0
163;2009;172;10;;;06:45;11:48;5,05;5,05;TRUE;2
163;2009;185;10;;;07:17;11:32;4,25;4,25;TRUE;3
163;2010;134;17;;;06:51;12:31;5,67;5,67;TRUE;1
163;2010;156;22;;;06:31;10:23;3,87;3,87;FALSE;0
163;2010;170;17;;;06:30;11:32;5,03;5,03;TRUE;2
163;2010;184;10;;;07:30;12:01;4,52;4,52;TRUE;3
163;2011;135;8;;;06:50;12:02;5,2;5,2;TRUE;1
163;2011;156;18;;;07:04;12:04;5;5;TRUE;0
163;2011;170;16;;;06:30;12:10;5,67;5,67;TRUE;2
163;2011;184;11;;;06:25;12:32;6,12;6,12;TRUE;3
163;2012;136;13;;;07:30;12:03;4,55;4,55;TRUE;1
163;2012;154;21;;;07:19;11:00;3,68;3,68;FALSE;0
163;2012;169;13;;;07:00;12:01;5,02;5,02;TRUE;2
163;2012;190;11;;;06:31;12:04;5,55;5,55;TRUE;3
163;2013;139;9;;;07:00;10:30;3,5;3,5;FALSE;1
163;2013;174;13;;;06:45;12:02;5,28;5,28;TRUE;2
163;2013;188;7;;;06:30;09:01;2,52;2,52;FALSE;3
163;2014;138;9;;;07:34;12:01;4,45;4,45;TRUE;1
163;2014;158;8;;;07:31;12:05;4,57;4,57;TRUE;2
163;2014;172;7;;;07:02;11:01;3,98;3,98;FALSE;0
163;2014;191;4;;;07:30;10:00;2,5;2,5;FALSE;3
163;2015;135;6;;;07:03;10:01;2,97;2,97;FALSE;1
163;2015;158;7;;;07:00;12:00;5;5;TRUE;0
163;2015;171;8;;;07:00;11:31;4,52;4,52;TRUE;2
163;2015;186;2;;;09:32;12:01;2,48;2,48;FALSE;3
163;2016;126;12;;;07:02;12:02;5;5;TRUE;1
163;2016;143;15;;;07:00;12:00;5;5;TRUE;0
163;2016;163;16;;;07:00;12:00;5;5;TRUE;2
163;2016;184;6;;;07:00;12:01;5,02;5,02;TRUE;3
163;2017;126;16;;;07:11;12:01;4,83;4,83;TRUE;1
163;2017;140;11;;;07:01;12:00;4,98;4,98;TRUE;0
163;2017;162;18;;;07:00;12:00;5;5;TRUE;2
163;2017;190;13;;;07:00;12:00;5;5;TRUE;3
163;2018;128;13;;;07:00;12:00;5;5;TRUE;1
163;2018;153;16;;;07:00;12:00;5;5;TRUE;0
163;2018;167;9;;;07:00;12:00;5;5;TRUE;2
163;2018;189;7;;;07:00;11:00;4;4;TRUE;3
166;2006;150;5;;;06:58;12:48;5,83;5,83;TRUE;1
166;2006;160;8;;;06:14;07:47;1,55;1,55;FALSE;2
166;2006;180;13;;;06:00;11:57;5,95;5,95;TRUE;3
166;2007;156;5;;;06:50;10:34;3,73;3,73;FALSE;0
166;2007;179;9;;;06:46;11:01;4,25;4,25;TRUE;0
166;2009;141;8;;;06:59;10:46;3,78;3,78;FALSE;1
166;2009;156;7;;;07:30;11:15;3,75;3,75;FALSE;2
166;2009;191;6;;;06:30;11:51;5,35;5,35;TRUE;3
168;2006;150;3;;;07:15;08:30;1,25;1,25;FALSE;1
168;2006;163;8;;;07:00;12:15;5,25;5,25;TRUE;2
168;2006;177;18;;;06:30;12:00;5,5;5,5;TRUE;0
168;2006;189;10;;;06:30;11:00;4,5;4,5;TRUE;3
168;2006;198;4;;;09:00;12:00;3;3;FALSE;0
168;2006;205;10;;;07:00;11:30;4,5;4,5;TRUE;0
168;2007;149;15;;;07:30;12:00;4,5;4,5;TRUE;0
168;2007;187;6;;;07:15;08:15;1;1;FALSE;0
168;2007;194;9;;;06:45;12:00;5,25;5,25;TRUE;0
168;2007;203;6;;;07:15;10:15;3;3;FALSE;0
168;2007;206;7;;;07:30;12:00;4,5;4,5;TRUE;0
168;2008;166;8;;;07:00;11:30;4,5;4,5;TRUE;0
168;2008;182;7;;;07:00;11:30;4,5;4,5;TRUE;0
170;2006;127;3;;;07:10;11:00;3,83;3,83;FALSE;0
170;2006;148;3;;;05:45;07:40;1,92;1,92;FALSE;0
170;2007;99;2;;;08:09;09:23;1,23;1,23;FALSE;0
170;2007;125;6;;;07:34;10:34;3;3;FALSE;0
170;2007;146;7;;;06:00;11:20;5,33;5,33;TRUE;0
170;2007;182;3;;;06:10;08:51;2,68;2,68;FALSE;0
172;2006;161;3;;;06:30;11:30;5;5;FALSE;0
172;2006;168;6;;;06:00;11:00;5;5;TRUE;0
172;2007;132;7;;;06:20;12:00;5,67;5,67;TRUE;1
172;2007;154;4;;;07:45;11:30;3,75;3,75;FALSE;2
172;2007;168;15;;;06:00;11:50;5,83;5,83;TRUE;3
172;2008;151;11;;;06:15;11:15;5;5;TRUE;1
172;2008;162;6;;;06:15;10:40;4,42;4,42;TRUE;2
172;2008;183;7;;;06:10;11:20;5,17;5,17;TRUE;3
172;2009;136;3;;;07:00;10:30;3,5;3,5;FALSE;1
172;2009;156;7;;;06:30;10:10;3,67;3,67;FALSE;2
172;2009;174;7;;;06:30;09:00;2,5;2,5;FALSE;3
172;2009;195;2;;;06:15;07:15;1;1;FALSE;0
172;2009;196;2;;;07:00;08:30;1,5;1,5;FALSE;0
172;2009;207;1;;;08:50;08:50;0;0;FALSE;0
172;2010;132;7;;;07:30;11:10;3,67;3,67;FALSE;0
172;2010;141;4;;;06:15;11:05;4,83;4,83;FALSE;1
172;2010;157;2;;;07:30;11:00;3,5;3,5;FALSE;0
172;2010;164;9;;;06:00;10:30;4,5;4,5;TRUE;2
172;2010;175;3;;;07:05;08:10;1,08;1,08;FALSE;3
172;2010;206;1;;;13:25;13:25;0;0;FALSE;0
172;2011;130;7;;;06:30;12:05;5,58;5,58;TRUE;0
172;2011;141;11;;;06:10;11:30;5,33;5,33;TRUE;1
172;2011;157;4;;;06:50;10:45;3,92;3,92;FALSE;0
172;2011;163;4;;;06:05;12:10;6,08;6,08;FALSE;0
172;2011;171;8;;;06:00;10:10;4,17;4,17;TRUE;2
172;2011;189;3;;;06:35;11:05;4,5;4,5;FALSE;3
172;2011;202;6;;;07:50;10:00;2,17;2,17;FALSE;0
172;2012;124;8;;;07:00;12:00;5;5;TRUE;0
172;2012;135;2;;;06:30;08:50;2,33;2,33;FALSE;0
172;2012;146;2;;;06:15;08:10;1,92;1,92;FALSE;1
172;2012;158;4;;;07:20;11:00;3,67;3,67;FALSE;2
172;2012;169;4;;;06:15;08:05;1,83;1,83;FALSE;0
172;2012;182;3;;;07:05;07:40;0,58;0,58;FALSE;3
172;2013;121;11;;;06:45;11:05;4,33;4,33;TRUE;0
172;2013;134;10;;;06:10;12:00;5,83;5,83;TRUE;0
172;2013;147;10;;;06:15;10:40;4,42;4,42;TRUE;1
172;2013;155;5;;;05:50;07:50;2;2;FALSE;2
172;2013;165;2;;;08:40;08:50;0,17;0,17;FALSE;3
172;2014;128;7;;;06:10;11:45;5,58;5,58;TRUE;0
172;2014;138;9;;;06:30;11:20;4,83;4,83;TRUE;1
172;2014;148;4;;;06:25;09:35;3,17;3,17;FALSE;0
172;2014;161;7;;;05:45;10:30;4,75;4,75;TRUE;2
172;2014;173;3;;;06:50;11:10;4,33;4,33;FALSE;0
172;2014;186;7;;;05:55;11:35;5,67;5,67;TRUE;3
172;2015;122;4;;;06:40;09:50;3,17;3,17;FALSE;0
172;2015;138;5;;;06:15;09:05;2,83;2,83;FALSE;0
172;2015;151;8;;;05:55;11:45;5,83;5,83;TRUE;1
172;2015;159;6;;;06:20;10:50;4,5;4,5;TRUE;2
172;2015;166;3;;;06:30;10:35;4,08;4,08;FALSE;3
172;2016;133;4;;;06:20;11:30;5,17;5,17;FALSE;0
172;2016;139;4;;;07:05;09:45;2,67;2,67;FALSE;1
172;2016;157;4;;;07:05;08:50;1,75;1,75;FALSE;2
172;2016;173;3;;;05:55;11:20;5,42;5,42;FALSE;3
172;2016;181;6;;;06:45;10:30;3,75;3,75;FALSE;0
172;2017;129;8;;;06:40;12:00;5,33;5,33;TRUE;1
172;2017;141;11;;;06:45;10:25;3,67;3,67;FALSE;0
172;2017;150;3;;;06:15;08:30;2,25;2,25;FALSE;0
172;2017;160;8;;;06:05;11:10;5,08;5,08;TRUE;2
172;2017;165;8;;;06:30;10:30;4;4;TRUE;0
172;2017;178;3;;;06:20;08:20;2;2;FALSE;3
172;2018;125;2;;;07:30;08:10;0,67;0,67;FALSE;0
172;2018;131;1;;;09:15;09:15;0;0;FALSE;0
172;2018;147;2;;;07:00;08:45;1,75;1,75;FALSE;1
172;2018;157;5;;;07:50;09:10;1,33;1,33;FALSE;2
172;2018;171;1;;;06:10;06:10;0;0;FALSE;0
172;2018;178;1;;;05:45;05:45;0;0;FALSE;3
173;2006;120;1;;;12:06;12:06;0;0;FALSE;1
173;2006;156;3;;;07:00;10:00;3;3;FALSE;0
173;2006;168;3;;;06:50;09:30;2,67;2,67;FALSE;2
173;2006;183;2;;;07:08;09:43;2,58;2,58;FALSE;3
173;2007;125;1;;;07:00;07:00;0;0;FALSE;0
173;2007;154;1;;;06:00;06:00;0;0;FALSE;0
173;2007;168;6;;;06:27;10:05;3,63;3,63;FALSE;0
173;2008;160;1;;;07:00;07:00;0;0;FALSE;0
173;2008;173;2;;;06:20;06:25;0,08;0,08;FALSE;0
173;2016;137;1;;;08:50;08:50;0;0;FALSE;1
173;2016;149;5;;;06:00;11:20;5,33;5,33;TRUE;0
173;2016;164;2;;;05:45;05:55;0,17;0,17;FALSE;0
173;2016;177;5;;;05:45;09:55;4,17;4,17;TRUE;2
173;2016;185;2;;;06:35;07:30;0,92;0,92;FALSE;3
173;2017;141;1;;;07:40;07:40;0;0;FALSE;1
173;2017;148;2;;;07:00;08:50;1,83;1,83;FALSE;0
173;2017;162;2;;;06:30;11:30;5;5;FALSE;2
173;2017;177;1;;;06:15;06:15;0;0;FALSE;3
173;2019;131;1;;;09:10;09:10;0;0;FALSE;0
173;2019;152;4;;;06:00;08:00;2;2;FALSE;0
173;2019;167;1;;;08:00;08:00;0;0;FALSE;0
174;2006;154;3;;;06:40;08:15;1,58;1,58;FALSE;1
174;2006;167;2;;;06:00;11:45;5,75;5,75;FALSE;2
174;2006;182;6;;;06:00;12:15;6,25;6,25;TRUE;3
174;2007;127;3;;;07:45;10:45;3;3;FALSE;0
174;2007;139;3;;;06:40;10:45;4,08;4,08;FALSE;0
174;2007;154;3;;;06:10;07:15;1,08;1,08;FALSE;1
174;2007;168;4;;;06:30;11:00;4,5;4,5;FALSE;2
174;2007;188;5;;;06:00;12:30;6,5;6,5;TRUE;3
174;2008;146;3;;;07:00;12:30;5,5;5,5;FALSE;1
174;2008;167;1;;;10:10;10:10;0;0;FALSE;2
174;2008;181;3;;;06:30;06:30;0;0;FALSE;3
174;2009;137;2;;;06:30;08:45;2,25;2,25;FALSE;1
174;2009;164;2;;;07:00;10:00;3;3;FALSE;0
174;2009;178;6;;;06:15;12:30;6,25;6,25;TRUE;2
174;2009;193;3;;;08:15;11:15;3;3;FALSE;3
174;2010;156;1;;;06:15;06:15;0;0;FALSE;1
174;2010;173;3;;;06:15;09:15;3;3;FALSE;2
174;2010;188;3;;;07:00;10:30;3,5;3,5;FALSE;3
174;2010;200;2;;;09:00;09:00;0;0;FALSE;0
174;2010;205;2;;;07:00;08:15;1,25;1,25;FALSE;0
176;2007;154;22;;;06:15;12:26;6,18;6,18;TRUE;1
176;2007;174;13;;;06:22;12:30;6,13;6,13;TRUE;2
176;2007;189;24;;;06:15;13:06;6,85;6,85;TRUE;3
176;2008;153;4;;;06:56;12:01;5,08;5,08;FALSE;1
176;2008;174;15;;;06:30;12:10;5,67;5,67;TRUE;2
176;2008;187;4;;;07:30;09:45;2,25;2,25;FALSE;3
177;2006;150;3;;;07:33;10:40;3,12;3,12;FALSE;0
177;2006;176;10;;;06:20;11:10;4,83;4,83;TRUE;0
177;2007;146;9;;;07:18;11:44;4,43;4,43;TRUE;0
177;2007;189;4;;;06:25;12:03;5,63;5,63;FALSE;0
177;2008;132;5;;;08:03;12:03;4;4;TRUE;1
177;2008;152;9;;;06:23;11:53;5,5;5,5;TRUE;2
177;2008;173;7;;;06:02;10:43;4,68;4,68;TRUE;3
179;2006;134;5;;;07:30;10:30;3;3;FALSE;1
179;2006;155;6;;;06:50;10:00;3,17;3,17;FALSE;2
179;2006;183;12;;;06:20;11:05;4,75;4,75;TRUE;3
179;2007;140;4;;;06:50;07:30;0,67;0,67;FALSE;0
179;2009;139;10;;;06:50;12:15;5,42;5,42;TRUE;1
179;2009;155;15;;;06:45;12:30;5,75;5,75;TRUE;2
179;2009;183;7;;;06:55;11:30;4,58;4,58;TRUE;3
179;2010;138;14;;;07:00;11:22;4,37;4,37;TRUE;1
179;2010;148;5;;;08:05;11:00;2,92;2,92;FALSE;2
179;2010;183;13;;;06:40;11:55;5,25;5,25;TRUE;3
179;2011;192;14;;;06:55;11:15;4,33;4,33;TRUE;0
179;2012;136;6;;;07:15;11:13;3,97;3,97;FALSE;1
179;2012;153;18;;;06:40;10:50;4,17;4,17;TRUE;2
179;2012;183;8;;;06:10;09:30;3,33;3,33;FALSE;3
179;2013;167;16;;;06:30;09:45;3,25;3,25;FALSE;0
179;2013;188;15;;;06:10;10:45;4,58;4,58;TRUE;0
179;2014;144;13;;;06:45;10:40;3,92;3,92;FALSE;1
179;2014;158;11;;;06:35;11:10;4,58;4,58;TRUE;2
179;2014;178;13;;;06:40;09:20;2,67;2,67;FALSE;3
179;2015;138;15;;;06:40;11:30;4,83;4,83;TRUE;1
179;2015;157;6;;;07:30;10:30;3;3;FALSE;2
179;2015;182;15;;;07:15;11:45;4,5;4,5;TRUE;3
179;2016;141;13;;;06:30;09:50;3,33;3,33;FALSE;1
179;2016;153;9;;;06:45;10:40;3,92;3,92;FALSE;2
179;2016;180;13;;;06:55;10:42;3,78;3,78;FALSE;3
179;2018;136;8;;;06:50;10:05;3,25;3,25;FALSE;1
179;2018;166;12;;;06:40;11:18;4,63;4,63;TRUE;2
179;2018;182;10;;;06:44;12:10;5,43;5,43;TRUE;3
179;2019;136;12;;;06:35;10:55;4,33;4,33;TRUE;1
179;2019;167;10;;;06:45;11:20;4,58;4,58;TRUE;2
179;2019;183;17;;;06:20;11:55;5,58;5,58;TRUE;3
17b;1997;189;1;;;13:30;13:30;0;0;FALSE;0
17b;1997;190;1;;;13:30;13:30;0;0;FALSE;0
17b;1998;169;1;;;13:30;13:30;0;0;FALSE;0
17b;2000;166;1;;;12:30;12:30;0;0;FALSE;0
17b;2002;146;1;;;13:30;13:30;0;0;FALSE;0
17b;2003;147;1;;;13:30;13:30;0;0;FALSE;0
17b;2003;148;1;;;13:00;13:00;0;0;FALSE;0
17b;2003;210;1;;;12:30;12:30;0;0;FALSE;0
17b;2005;131;1;;;12:00;12:00;0;0;FALSE;0
17b;2005;133;2;;;13:30;13:30;0;0;FALSE;0
17b;2007;145;1;;;13:30;13:30;0;0;FALSE;0
17b;2007;184;3;;;13:30;13:30;0;0;FALSE;0
17b;2008;133;4;;;13:30;13:30;0;0;FALSE;1
17b;2008;149;6;;;13:30;13:30;0;0;FALSE;2
17b;2008;198;3;;;13:30;13:30;0;0;FALSE;3
17c;2009;139;1;;;13:30;13:30;0;0;FALSE;0
17c;2009;153;3;;;13:30;13:30;0;0;FALSE;1
17c;2009;175;1;;;13:30;13:30;0;0;FALSE;2
17c;2009;201;1;;;13:30;13:30;0;0;FALSE;3
17c;2011;128;2;;;13:30;13:30;0;0;FALSE;0
17c;2011;157;2;;;13:30;13:30;0;0;FALSE;1
17c;2011;184;3;;;13:30;13:30;0;0;FALSE;2
17c;2011;206;1;;;13:00;13:00;0;0;FALSE;3
17c;2012;136;6;;;13:00;13:30;0,5;0,5;FALSE;0
17c;2012;153;1;;;13:00;13:00;0;0;FALSE;1
17c;2012;192;3;;;13:00;13:00;0;0;FALSE;2
17c;2012;211;1;;;13:30;13:30;0;0;FALSE;3
17c;2013;133;1;;;13:30;13:30;0;0;FALSE;0
17c;2013;150;1;;;13:00;13:00;0;0;FALSE;1
17c;2013;178;1;;;13:30;13:30;0;0;FALSE;2
17c;2013;211;1;;;13:30;13:30;0;0;FALSE;3
17c;2014;125;5;;;13:00;13:30;0,5;0,5;FALSE;0
17c;2014;144;1;;;13:30;13:30;0;0;FALSE;0
17c;2014;145;4;;;13:30;13:30;0;0;FALSE;1
17c;2014;167;1;;;13:30;13:30;0;0;FALSE;0
17c;2014;187;3;;;13:30;13:30;0;0;FALSE;2
17c;2014;199;1;;;13:30;13:30;0;0;FALSE;3
17c;2015;125;3;;;13:30;13:30;0;0;FALSE;0
17c;2015;145;2;;;13:30;13:30;0;0;FALSE;1
17c;2015;189;5;;;13:30;13:30;0;0;FALSE;2
17c;2015;207;1;;;13:30;13:30;0;0;FALSE;3
18;1990;140;75;;;06:10;11:55;5,75;5,75;TRUE;1
18;1990;161;98;;;06:00;12:30;6,5;6,5;TRUE;2
18;1990;175;65;;;05:50;12:20;6,5;6,5;TRUE;3
18;1991;146;76;;;06:00;12:15;6,25;6,25;TRUE;1
18;1991;160;73;;;05:45;12:10;6,42;6,42;TRUE;2
18;1991;174;71;;;05:30;12:30;7;7;TRUE;0
18;1991;188;54;;;05:45;12:35;6,83;6,83;TRUE;3
18;1992;145;76;;;05:45;12:10;6,42;6,42;TRUE;1
18;1992;149;2;;;11:15;12:00;0,75;0,75;FALSE;0
18;1992;166;38;;;05:30;12:00;6,5;6,5;TRUE;2
18;1992;180;29;;;05:30;12:15;6,75;6,75;TRUE;0
18;1992;187;46;;;06:30;12:00;5,5;5,5;TRUE;3
18;1993;143;42;;;06:05;12:00;5,92;5,92;TRUE;1
18;1993;157;41;;;05:45;12:00;6,25;6,25;TRUE;2
18;1993;171;49;;;06:00;12:15;6,25;6,25;TRUE;0
18;1993;185;52;;;06:00;12:15;6,25;6,25;TRUE;3
18;1994;143;42;;;06:15;12:00;5,75;5,75;TRUE;1
18;1994;156;43;;;06:20;11:50;5,5;5,5;TRUE;2
18;1994;170;40;;;06:00;12:00;6;6;TRUE;0
18;1994;184;38;;;06:00;12:00;6;6;TRUE;3
18;1995;148;53;;;06:00;12:00;6;6;TRUE;1
18;1995;162;51;;;05:45;12:00;6,25;6,25;TRUE;2
18;1995;176;54;;;06:00;12:00;6;6;TRUE;0
