"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
2001;"JUV";"PARMAJ";"Court";0;0;0;0,063894523326572;0,152011494252874;"Aquatique"
2002;"JUV";"PARMAJ";"Court";0;0;0;0,0681818181818182;0,120738636363636;"Aquatique"
2003;"JUV";"PARMAJ";"Court";0;0;0;0,0377777777777778;0,0583333333333333;"Aquatique"
2004;"JUV";"PARMAJ";"Court";0;0;0;0,0138888888888889;0,0858695652173913;"Aquatique"
2005;"JUV";"PARMAJ";"Court";0;0;0;0,0288461538461538;0,0613051470588235;"Aquatique"
2006;"JUV";"PARMAJ";"Court";0;0;0;0,0128205128205128;0,1;"Aquatique"
2007;"JUV";"PARMAJ";"Court";0;0;0;0,0777988614800759;0,199675324675325;"Aquatique"
2008;"JUV";"PARMAJ";"Court";0;0;0;0,0113636363636364;0,0788690476190476;"Aquatique"
2009;"JUV";"PARMAJ";"Court";0;0;0;0,033008658008658;0,241346153846154;"Aquatique"
2010;"JUV";"PARMAJ";"Court";0;0;0;0;0,0545321637426901;"Aquatique"
2011;"JUV";"PARMAJ";"Court";0;0;0;0,0688854489164087;0,164230769230769;"Aquatique"
2012;"JUV";"PARMAJ";"Court";0;0;0;0;0,0653195488721804;"Aquatique"
2013;"JUV";"PARMAJ";"Court";0;0;0;0;0,294642857142857;"Aquatique"
2014;"JUV";"PARMAJ";"Court";0;0;0,0277777777777778;0,092156862745098;0,138509316770186;"Aquatique"
2015;"JUV";"PARMAJ";"Court";0;0;0;0,065;0,136607142857143;"Aquatique"
2016;"JUV";"PARMAJ";"Court";0;0;0;0;0,0962301587301587;"Aquatique"
2017;"JUV";"PARMAJ";"Court";0;0;0;0,0256944444444444;0,103869047619048;"Aquatique"
2018;"JUV";"PARMAJ";"Court";0;0;0;0,0166666666666667;0,0872425629290618;"Aquatique"
2012;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2013;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2014;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2015;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2016;"AD";"PHYCOL";"Court";0,2;0,2;0,2;0,2;0,2;"Aquatique"
2017;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2018;"AD";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1989;"JUV";"PHYCOL";"Court";0,00202702702702702;0,0202702702702703;0,0405405405405405;0,0608108108108108;0,0790540540540541;"Aquatique"
1990;"JUV";"PHYCOL";"Court";0;0;0,00746268656716418;0,0230987917555082;0,0451670220326937;"Aquatique"
1991;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1992;"JUV";"PHYCOL";"Court";0;0;0;0,03125;0,115625;"Aquatique"
1993;"JUV";"PHYCOL";"Court";0;0;0;0,0181818181818182;0,0345454545454546;"Aquatique"
1994;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1995;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1996;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1997;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1998;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1999;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2000;"JUV";"PHYCOL";"Court";0,0225694444444444;0,0381944444444444;0,0555555555555556;0,0944444444444444;0,129444444444444;"Aquatique"
2001;"JUV";"PHYCOL";"Court";0;0;0;0;0,0375;"Aquatique"
2002;"JUV";"PHYCOL";"Court";0;0;0;0;0,0757575757575758;"Aquatique"
2003;"JUV";"PHYCOL";"Court";0;0;0;0;0,116666666666667;"Aquatique"
2004;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2005;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2006;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2007;"JUV";"PHYCOL";"Court";0;0;0;0;0,0243055555555556;"Aquatique"
2008;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2009;"JUV";"PHYCOL";"Court";0;0;0;0;0,126923076923077;"Aquatique"
2010;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2011;"JUV";"PHYCOL";"Court";0;0;0;0,0142857142857143;0,065;"Aquatique"
2012;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2013;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2014;"JUV";"PHYCOL";"Court";0;0;0;0;0,0925;"Aquatique"
2015;"JUV";"PHYCOL";"Court";0;0;0;0;0,096875;"Aquatique"
2016;"JUV";"PHYCOL";"Court";0;0;0;0;0,096875;"Aquatique"
2017;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
2018;"JUV";"PHYCOL";"Court";0;0;0;0;0;"Aquatique"
1989;"JUV";"SYLATR";"Court";0,0212241379310345;0,0322413793103448;0,0444827586206897;0,0567241379310345;0,0677413793103448;"Aquatique"
1990;"JUV";"SYLATR";"Court";0;0;0,0172413793103448;0,0642857142857143;0,156666666666667;"Aquatique"
1991;"JUV";"SYLATR";"Court";0;0;0;0,0161290322580645;0,061505376344086;"Aquatique"
1992;"JUV";"SYLATR";"Court";0,00333333333333333;0,0283524904214559;0,05;0,0811688311688312;0,0986363636363636;"Aquatique"
1993;"JUV";"SYLATR";"Court";0;0;0;0,0161290322580645;0,122080088987764;"Aquatique"
1994;"JUV";"SYLATR";"Court";0;0;0;0,0833333333333333;0,120833333333333;"Aquatique"
1995;"JUV";"SYLATR";"Court";0;0;0,03125;0,0733173076923077;0,0891608391608392;"Aquatique"
1996;"JUV";"SYLATR";"Court";0;0;0;0,0588235294117647;0,260504201680672;"Aquatique"
1997;"JUV";"SYLATR";"Court";0;0;0;0;0,0894736842105263;"Aquatique"
1998;"JUV";"SYLATR";"Court";0;0;0;0;0,0583333333333333;"Aquatique"
1999;"JUV";"SYLATR";"Court";0;0;0,00892857142857143;0,0446428571428571;0,116964285714286;"Aquatique"
2000;"JUV";"SYLATR";"Court";0;0;0;0;0,0180851063829787;"Aquatique"
2001;"JUV";"SYLATR";"Court";0;0;0;0;0,025;"Aquatique"
2002;"JUV";"SYLATR";"Court";0;0;0;0;0,0514360587002096;"Aquatique"
2003;"JUV";"SYLATR";"Court";0;0;0;0;0,0611583184257603;"Aquatique"
2004;"JUV";"SYLATR";"Court";0;0;0;0;0,0391113892365456;"Aquatique"
2005;"JUV";"SYLATR";"Court";0;0;0;0;0,117307692307692;"Aquatique"
2006;"JUV";"SYLATR";"Court";0;0;0;0,0271688432835821;0,0716216216216216;"Aquatique"
2007;"JUV";"SYLATR";"Court";0;0;0;0;0,0391203703703704;"Aquatique"
2008;"JUV";"SYLATR";"Court";0;0;0;0,00757575757575758;0,0554315476190476;"Aquatique"
2009;"JUV";"SYLATR";"Court";0;0;0;0,0372413793103448;0,207142857142857;"Aquatique"
2010;"JUV";"SYLATR";"Court";0;0;0;0;0,080448717948718;"Aquatique"
2011;"JUV";"SYLATR";"Court";0;0;0;0,027027027027027;0,129333333333333;"Aquatique"
2012;"JUV";"SYLATR";"Court";0;0;0;0;0,0565476190476191;"Aquatique"
2013;"JUV";"SYLATR";"Court";0;0;0;0;0,171428571428571;"Aquatique"
2014;"JUV";"SYLATR";"Court";0;0;0;0,0346102150537634;0,0939393939393939;"Aquatique"
2015;"JUV";"SYLATR";"Court";0;0;0;0;0,0698529411764706;"Aquatique"
2016;"JUV";"SYLATR";"Court";0;0;0;0;0,0694047619047619;"Aquatique"
2017;"JUV";"SYLATR";"Court";0;0;0;0,0318181818181818;0,165725806451613;"Aquatique"
2018;"JUV";"SYLATR";"Court";0;0;0;0,0560224089635854;0,0998076923076923;"Aquatique"
2001;"AD";"ACRSCH";"Long";0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;0,222222222222222;"Aquatique"
2002;"AD";"ACRSCH";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Aquatique"
2003;"AD";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2005;"AD";"ACRSCH";"Long";0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;"Aquatique"
2006;"AD";"ACRSCH";"Long";0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;0,166666666666667;"Aquatique"
2007;"AD";"ACRSCH";"Long";0,00714285714285715;0,0714285714285714;0,142857142857143;0,196428571428571;0,244642857142857;"Aquatique"
2008;"AD";"ACRSCH";"Long";0,00416666666666667;0,0416666666666667;0,0833333333333333;0,0833333333333333;0,0833333333333333;"Aquatique"
2009;"AD";"ACRSCH";"Long";0,00499999999999998;0,05;0,1;0,15;0,195;"Aquatique"
2010;"AD";"ACRSCH";"Long";0;0;0;0,108695652173913;0,206521739130435;"Aquatique"
2011;"AD";"ACRSCH";"Long";0;0;0;0,0806451612903226;0,153225806451613;"Aquatique"
2012;"AD";"ACRSCH";"Long";0,120098039215686;0,142156862745098;0,166666666666667;0,208333333333333;0,245833333333333;"Aquatique"
2013;"AD";"ACRSCH";"Long";0,00178571428571429;0,0178571428571429;0,0357142857142857;0,0491071428571429;0,0611607142857143;"Aquatique"
2014;"AD";"ACRSCH";"Long";0,00441176470588235;0,0441176470588235;0,0627450980392157;0,103030303030303;0,201212121212121;"Aquatique"
2015;"AD";"ACRSCH";"Long";0;0;0;0,0294117647058824;0,103267973856209;"Aquatique"
2016;"AD";"ACRSCH";"Long";0;0;0;0,0909090909090909;0,254545454545455;"Aquatique"
2017;"AD";"ACRSCH";"Long";0,0374188311688312;0,0519041769041769;0,0954545454545455;0,112745098039216;0,158088235294118;"Aquatique"
2018;"AD";"ACRSCH";"Long";0;0;0;0,0769230769230769;0,15034965034965;"Aquatique"
1997;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
1998;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
1999;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2000;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2001;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2002;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2003;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2005;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2006;"JUV";"ACRSCH";"Long";0,1;0,1;0,1;0,1;0,1;"Aquatique"
2007;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2008;"JUV";"ACRSCH";"Long";0;0;0,0384615384615385;0,0934065934065934;0,137912087912088;"Aquatique"
2009;"JUV";"ACRSCH";"Long";0,00108695652173913;0,0108695652173913;0,0217391304347826;0,0326086956521739;0,0423913043478261;"Aquatique"
2010;"JUV";"ACRSCH";"Long";0,00555555555555556;0,0555555555555556;0,111111111111111;0,126984126984127;0,141269841269841;"Aquatique"
2011;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2012;"JUV";"ACRSCH";"Long";0;0;0,0454545454545455;0,12987012987013;0,163690476190476;"Aquatique"
2013;"JUV";"ACRSCH";"Long";0;0;0;0,0666666666666667;0,0709523809523809;"Aquatique"
2014;"JUV";"ACRSCH";"Long";0;0;0;0,0340909090909091;0,0640151515151515;"Aquatique"
2015;"JUV";"ACRSCH";"Long";0;0;0;0;0,0861111111111112;"Aquatique"
2016;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Aquatique"
2017;"JUV";"ACRSCH";"Long";0;0;0;0;0,0674603174603175;"Aquatique"
2018;"JUV";"ACRSCH";"Long";0;0;0;0;0,0197368421052632;"Aquatique"
2001;"AD";"ACRSCI";"Long";0,135593220338983;0,135593220338983;0,135593220338983;0,135593220338983;0,135593220338983;"Aquatique"
2002;"AD";"ACRSCI";"Long";0,0363636363636364;0,0363636363636364;0,0363636363636364;0,0363636363636364;0,0363636363636364;"Aquatique"
2003;"AD";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2005;"AD";"ACRSCI";"Long";0,152272727272727;0,159090909090909;0,166666666666667;0,174242424242424;0,181060606060606;"Aquatique"
2006;"AD";"ACRSCI";"Long";0,0603246753246753;0,112337662337662;0,17012987012987;0,227922077922078;0,279935064935065;"Aquatique"
2007;"AD";"ACRSCI";"Long";0,00625;0,0625;0,108974358974359;0,150961538461538;0,195096153846154;"Aquatique"
2008;"AD";"ACRSCI";"Long";0;0;0,0909090909090909;0,166666666666667;0,258130081300813;"Aquatique"
2009;"AD";"ACRSCI";"Long";0,00957446808510638;0,0957446808510638;0,132795304475422;0,173215717722534;0,268484362469928;"Aquatique"
2010;"AD";"ACRSCI";"Long";0,00978260869565217;0,0978260869565217;0,136645962732919;0,164285714285714;0,222142857142857;"Aquatique"
2011;"AD";"ACRSCI";"Long";0,00775862068965517;0,0775862068965517;0,123152709359606;0,150621118012422;0,171583850931677;"Aquatique"
2012;"AD";"ACRSCI";"Long";0,0981432858214554;0,144223555888972;0,189340813464236;0,230116648992577;0,264475079533404;"Aquatique"
2013;"AD";"ACRSCI";"Long";0,0593984962406015;0,120300751879699;0,149859943977591;0,165266106442577;0,187955182072829;"Aquatique"
2014;"AD";"ACRSCI";"Long";0,0756064690026954;0,113207547169811;0,136363636363636;0,16;0,228727272727273;"Aquatique"
2015;"AD";"ACRSCI";"Long";0;0;0,132075471698113;0,222222222222222;0,248648648648649;"Aquatique"
2016;"AD";"ACRSCI";"Long";0,0177966101694915;0,118845843422115;0,209677419354839;0,215435606060606;0,2453125;"Aquatique"
2017;"AD";"ACRSCI";"Long";0;0,0882352941176471;0,135135135135135;0,153846153846154;0,228397565922921;"Aquatique"
2018;"AD";"ACRSCI";"Long";0;0;0,0698447893569845;0,175862068965517;0,279220154043646;"Aquatique"
2000;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2001;"JUV";"ACRSCI";"Long";0,153846153846154;0,153846153846154;0,153846153846154;0,153846153846154;0,153846153846154;"Aquatique"
2002;"JUV";"ACRSCI";"Long";0;0;0;0,0333333333333333;0,0633333333333333;"Aquatique"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2004;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2005;"JUV";"ACRSCI";"Long";0,00454545454545455;0,0454545454545455;0,0909090909090909;0,212121212121212;0,321212121212121;"Aquatique"
2006;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0,0566666666666666;"Aquatique"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,0825892857142857;0,3;"Aquatique"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0,141666666666667;"Aquatique"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0,1875;"Aquatique"
2011;"JUV";"ACRSCI";"Long";0;0;0;0;0,194444444444444;"Aquatique"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0,875;"Aquatique"
2013;"JUV";"ACRSCI";"Long";0;0;0;0;0,0972222222222222;"Aquatique"
2014;"JUV";"ACRSCI";"Long";0;0;0;0,0576923076923077;0,385;"Aquatique"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,275641025641026;"Aquatique"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Aquatique"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,0521390374331551;0,7;"Aquatique"
2018;"JUV";"ACRSCI";"Long";0;0;0;0;0,245833333333333;"Aquatique"
