"YEAR";"AGE_first";"SP";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup";"HABITAT"
2000;"AD";"PRUMOD";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Terrestre"
2001;"AD";"PRUMOD";"Court";0;0;0;0,294117647058824;0,329411764705882;"Terrestre"
2002;"AD";"PRUMOD";"Court";0;0;0,1;0,261111111111111;0,426111111111111;"Terrestre"
2003;"AD";"PRUMOD";"Court";0;0;0,0666666666666667;0,19047619047619;0,244047619047619;"Terrestre"
2004;"AD";"PRUMOD";"Court";0;0;0,181818181818182;0,207142857142857;0,221031746031746;"Terrestre"
2005;"AD";"PRUMOD";"Court";0;0;0;0,0526315789473684;0,258646616541353;"Terrestre"
2006;"AD";"PRUMOD";"Court";0;0,1;0,222222222222222;0,380952380952381;0,630952380952381;"Terrestre"
2007;"AD";"PRUMOD";"Court";0;0,0833333333333333;0,194444444444444;0,333333333333333;0,393125;"Terrestre"
2008;"AD";"PRUMOD";"Court";0;0;0;0,2;0,566666666666666;"Terrestre"
2009;"AD";"PRUMOD";"Court";0;0;0,153409090909091;0,3;0,5775;"Terrestre"
2010;"AD";"PRUMOD";"Court";0;0;0,121428571428571;0,221428571428571;0,325;"Terrestre"
2011;"AD";"PRUMOD";"Court";0;0,025;0,105555555555556;0,164141414141414;0,272727272727273;"Terrestre"
2012;"AD";"PRUMOD";"Court";0;0;0;0,21969696969697;0,324242424242424;"Terrestre"
2013;"AD";"PRUMOD";"Court";0;0;0,0714285714285714;0,196428571428571;0,551785714285714;"Terrestre"
2014;"AD";"PRUMOD";"Court";0;0;0;0,211111111111111;0,352083333333333;"Terrestre"
2015;"AD";"PRUMOD";"Court";0;0;0,2;0,333333333333333;0,39;"Terrestre"
2016;"AD";"PRUMOD";"Court";0;0;0;0,256535947712418;0,325;"Terrestre"
2017;"AD";"PRUMOD";"Court";0;0,1;0,25;0,25;0,299038461538462;"Terrestre"
2018;"AD";"PRUMOD";"Court";0;0;0,298611111111111;0,411111111111111;0,902777777777778;"Terrestre"
1989;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"PRUMOD";"Court";0;0;0;0,25;0,475;"Terrestre"
1991;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
1992;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
1993;"JUV";"PRUMOD";"Court";0,00555555555555554;0,0555555555555556;0,111111111111111;0,166666666666667;0,216666666666667;"Terrestre"
1994;"JUV";"PRUMOD";"Court";0,125;0,125;0,125;0,125;0,125;"Terrestre"
1995;"JUV";"PRUMOD";"Court";0,25;0,25;0,25;0,25;0,25;"Terrestre"
1996;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
1997;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
1998;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2000;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2001;"JUV";"PRUMOD";"Court";0;0;0;0;0,145833333333333;"Terrestre"
2002;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2003;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2004;"JUV";"PRUMOD";"Court";0;0;0;0;0,283333333333333;"Terrestre"
2005;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2006;"JUV";"PRUMOD";"Court";0;0;0;0;0,0972222222222222;"Terrestre"
2007;"JUV";"PRUMOD";"Court";0;0;0;0;0,544444444444444;"Terrestre"
2008;"JUV";"PRUMOD";"Court";0;0;0;0;0,45;"Terrestre"
2009;"JUV";"PRUMOD";"Court";0;0;0;0;0,183125;"Terrestre"
2010;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2011;"JUV";"PRUMOD";"Court";0;0;0;0,0833333333333333;0,305555555555556;"Terrestre"
2012;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2013;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2014;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2015;"JUV";"PRUMOD";"Court";0;0;0;0;0,425;"Terrestre"
2016;"JUV";"PRUMOD";"Court";0;0;0;0;0,10625;"Terrestre"
2017;"JUV";"PRUMOD";"Court";0;0;0;0;0;"Terrestre"
2018;"JUV";"PRUMOD";"Court";0;0;0;0,2125;0,31875;"Terrestre"
1989;"AD";"SYLATR";"Court";0,0550207039337474;0,121635610766046;0,195652173913043;0,472826086956522;0,722282608695652;"Terrestre"
1990;"AD";"SYLATR";"Court";0,00775862068965518;0,0533625730994152;0,100549450549451;0,14634703196347;0,210072689511942;"Terrestre"
1991;"AD";"SYLATR";"Court";0;0;0,0494117647058823;0,0970705064548163;0,242626728110599;"Terrestre"
1992;"AD";"SYLATR";"Court";0;0,0161290322580645;0,04;0,0521390374331551;0,0831223628691983;"Terrestre"
1993;"AD";"SYLATR";"Court";0;0;0;0,0965909090909091;0,137061403508772;"Terrestre"
1994;"AD";"SYLATR";"Court";0;0;0,0705882352941176;0,155844155844156;0,181481481481481;"Terrestre"
1995;"AD";"SYLATR";"Court";0;0;0,0555555555555556;0,12483660130719;0,183445945945946;"Terrestre"
1996;"AD";"SYLATR";"Court";0;0;0,0769230769230769;0,13961038961039;0,185714285714286;"Terrestre"
1997;"AD";"SYLATR";"Court";0;0;0,0454545454545455;0,113636363636364;0,18125;"Terrestre"
1998;"AD";"SYLATR";"Court";0;0;0;0;0,124642857142857;"Terrestre"
1999;"AD";"SYLATR";"Court";0;0;0;0,143581081081081;0,194324324324324;"Terrestre"
2000;"AD";"SYLATR";"Court";0;0;0,0212765957446809;0,0571428571428571;0,175555555555555;"Terrestre"
2001;"AD";"SYLATR";"Court";0;0;0;0,0833333333333333;0,257894736842105;"Terrestre"
2002;"AD";"SYLATR";"Court";0;0;0;0,111111111111111;0,214973262032085;"Terrestre"
2003;"AD";"SYLATR";"Court";0;0;0,0689655172413793;0,148351648351648;0,192857142857143;"Terrestre"
2004;"AD";"SYLATR";"Court";0;0;0;0,0674418604651163;0,186805555555555;"Terrestre"
2005;"AD";"SYLATR";"Court";0;0;0;0,0845238095238095;0,282967032967033;"Terrestre"
2006;"AD";"SYLATR";"Court";0;0;0;0,108333333333333;0,40535714285714;"Terrestre"
2007;"AD";"SYLATR";"Court";0;0;0;0,0714285714285714;0,268888888888889;"Terrestre"
2008;"AD";"SYLATR";"Court";0;0;0;0,0909090909090909;0,25;"Terrestre"
2009;"AD";"SYLATR";"Court";0;0;0;0,108359133126935;0,333333333333333;"Terrestre"
2010;"AD";"SYLATR";"Court";0;0;0,0380747126436782;0,114316239316239;0,255324074074074;"Terrestre"
2011;"AD";"SYLATR";"Court";0;0;0;0,0740740740740741;0,215555555555555;"Terrestre"
2012;"AD";"SYLATR";"Court";0;0;0;0,0744047619047619;0,227083333333333;"Terrestre"
2013;"AD";"SYLATR";"Court";0;0;0;0,1;0,265909090909091;"Terrestre"
2014;"AD";"SYLATR";"Court";0;0;0;0,0833333333333333;0,203958333333333;"Terrestre"
2015;"AD";"SYLATR";"Court";0;0;0;0,078525641025641;0,277083333333334;"Terrestre"
2016;"AD";"SYLATR";"Court";0;0;0;0,1;0,25;"Terrestre"
2017;"AD";"SYLATR";"Court";0;0;0;0,0690476190476191;0,289285714285714;"Terrestre"
2018;"AD";"SYLATR";"Court";0;0;0,0666666666666667;0,142857142857143;0,35;"Terrestre"
1989;"JUV";"SYLATR";"Court";0,001;0,01;0,02;0,0444827586206897;0,0665172413793104;"Terrestre"
1990;"JUV";"SYLATR";"Court";0;0;0;0,0285714285714286;0,153333333333333;"Terrestre"
1991;"JUV";"SYLATR";"Court";0;0;0;0,0161290322580645;0,123809523809524;"Terrestre"
1992;"JUV";"SYLATR";"Court";0;0;0,0222222222222222;0,0607142857142857;0,0977272727272727;"Terrestre"
1993;"JUV";"SYLATR";"Court";0;0;0;0,0339861751152074;0,119073275862069;"Terrestre"
1994;"JUV";"SYLATR";"Court";0;0;0;0;0,116666666666667;"Terrestre"
1995;"JUV";"SYLATR";"Court";0;0;0;0,0769230769230769;0,236363636363636;"Terrestre"
1996;"JUV";"SYLATR";"Court";0;0;0;0;0,243697478991597;"Terrestre"
1997;"JUV";"SYLATR";"Court";0;0;0;0;0,0868421052631579;"Terrestre"
1998;"JUV";"SYLATR";"Court";0;0;0;0;0,125714285714286;"Terrestre"
1999;"JUV";"SYLATR";"Court";0;0;0;0,00892857142857143;0,108928571428571;"Terrestre"
2000;"JUV";"SYLATR";"Court";0;0;0;0;0,0159574468085106;"Terrestre"
2001;"JUV";"SYLATR";"Court";0;0;0;0;0,01640625;"Terrestre"
2002;"JUV";"SYLATR";"Court";0;0;0;0;0,0955007256894048;"Terrestre"
2003;"JUV";"SYLATR";"Court";0;0;0;0;0,101602564102564;"Terrestre"
2004;"JUV";"SYLATR";"Court";0;0;0;0;0,0222152690863579;"Terrestre"
2005;"JUV";"SYLATR";"Court";0;0;0;0;0,0758413461538461;"Terrestre"
2006;"JUV";"SYLATR";"Court";0;0;0;0;0,106418918918919;"Terrestre"
2007;"JUV";"SYLATR";"Court";0;0;0;0;0,0979166666666664;"Terrestre"
2008;"JUV";"SYLATR";"Court";0;0;0;0;0,302083333333333;"Terrestre"
2009;"JUV";"SYLATR";"Court";0;0;0;0,00769230769230769;0,247142857142857;"Terrestre"
2010;"JUV";"SYLATR";"Court";0;0;0;0;0,1375;"Terrestre"
2011;"JUV";"SYLATR";"Court";0;0;0;0;0,0949999999999999;"Terrestre"
2012;"JUV";"SYLATR";"Court";0;0;0;0;0,045238095238095;"Terrestre"
2013;"JUV";"SYLATR";"Court";0;0;0;0;0,306666666666666;"Terrestre"
2014;"JUV";"SYLATR";"Court";0;0;0;0,0296345811051693;0,155357142857143;"Terrestre"
2015;"JUV";"SYLATR";"Court";0;0;0;0;0,11125;"Terrestre"
2016;"JUV";"SYLATR";"Court";0;0;0;0;0,104910714285714;"Terrestre"
2017;"JUV";"SYLATR";"Court";0;0;0;0;0,25;"Terrestre"
2018;"JUV";"SYLATR";"Court";0;0;0;0;0,2125;"Terrestre"
1989;"AD";"TURMER";"Court";0,00681818181818179;0,0681818181818182;0,136363636363636;0,204545454545455;0,265909090909091;"Terrestre"
1990;"AD";"TURMER";"Court";0;0;0,0901856763925729;0,153343023255814;0,362037037037037;"Terrestre"
1991;"AD";"TURMER";"Court";0;0,0416666666666667;0,111111111111111;0,177083333333333;0,240131578947368;"Terrestre"
1992;"AD";"TURMER";"Court";0;0;0,111111111111111;0,226190476190476;0,3375;"Terrestre"
1993;"AD";"TURMER";"Court";0;0;0,0208333333333333;0,2375;0,375367647058824;"Terrestre"
1994;"AD";"TURMER";"Court";0;0;0,0394736842105263;0,166666666666667;0,373541666666667;"Terrestre"
1995;"AD";"TURMER";"Court";0;0;0,16;0,285714285714286;0,319288645690835;"Terrestre"
1996;"AD";"TURMER";"Court";0;0,0220588235294118;0,100490196078431;0,148809523809524;0,254166666666667;"Terrestre"
1997;"AD";"TURMER";"Court";0,0107142857142857;0,0741758241758242;0,136363636363636;0,297619047619048;0,372321428571429;"Terrestre"
1998;"AD";"TURMER";"Court";0;0;0;0,104166666666667;0,250568181818182;"Terrestre"
1999;"AD";"TURMER";"Court";0;0;0,125;0,2;0,32;"Terrestre"
2000;"AD";"TURMER";"Court";0;0,0833333333333333;0,117647058823529;0,285714285714286;0,285714285714286;"Terrestre"
2001;"AD";"TURMER";"Court";0;0;0,1;0,275862068965517;0,618421052631579;"Terrestre"
2002;"AD";"TURMER";"Court";0;0;0;0,133333333333333;0,194444444444444;"Terrestre"
2003;"AD";"TURMER";"Court";0;0;0,0769230769230769;0,136554621848739;0,303977272727272;"Terrestre"
2004;"AD";"TURMER";"Court";0;0;0;0,16;0,3125;"Terrestre"
2005;"AD";"TURMER";"Court";0;0;0;0,129464285714286;0,324375;"Terrestre"
2006;"AD";"TURMER";"Court";0;0;0,118055555555556;0,2;0,392045454545454;"Terrestre"
2007;"AD";"TURMER";"Court";0;0;0,125;0,210526315789474;0,511111111111111;"Terrestre"
2008;"AD";"TURMER";"Court";0;0;0,0769230769230769;0,183333333333333;0,375;"Terrestre"
2009;"AD";"TURMER";"Court";0;0;0,1;0,166666666666667;0,346666666666667;"Terrestre"
2010;"AD";"TURMER";"Court";0;0;0,105555555555556;0,223076923076923;0,597222222222221;"Terrestre"
2011;"AD";"TURMER";"Court";0;0;0,0930735930735931;0,160714285714286;0,416666666666667;"Terrestre"
2012;"AD";"TURMER";"Court";0;0;0,1;0,2;0,377777777777778;"Terrestre"
2013;"AD";"TURMER";"Court";0;0,0728021978021978;0,145833333333333;0,296428571428571;0,5225;"Terrestre"
2014;"AD";"TURMER";"Court";0;0;0,0769230769230769;0,174242424242424;0,472222222222222;"Terrestre"
2015;"AD";"TURMER";"Court";0;0;0,111111111111111;0,236111111111111;0,476190476190476;"Terrestre"
2016;"AD";"TURMER";"Court";0;0;0,05;0,125;0,4;"Terrestre"
2017;"AD";"TURMER";"Court";0;0;0,1;0,2;0,465909090909091;"Terrestre"
2018;"AD";"TURMER";"Court";0;0;0,0588235294117647;0,166666666666667;0,413636363636364;"Terrestre"
1989;"JUV";"TURMER";"Court";0;0;0;0;0;"Terrestre"
1990;"JUV";"TURMER";"Court";0;0;0;0;0,0775;"Terrestre"
1991;"JUV";"TURMER";"Court";0;0;0;0;0,175454545454546;"Terrestre"
1992;"JUV";"TURMER";"Court";0;0;0;0;0,15;"Terrestre"
1993;"JUV";"TURMER";"Court";0;0;0;0,0666666666666667;0,1;"Terrestre"
1994;"JUV";"TURMER";"Court";0;0;0;0,118181818181818;0,24125;"Terrestre"
1995;"JUV";"TURMER";"Court";0;0;0;0,03125;0,140144230769231;"Terrestre"
1996;"JUV";"TURMER";"Court";0;0;0;0;0,235714285714286;"Terrestre"
1997;"JUV";"TURMER";"Court";0;0;0;0,160714285714286;0,245535714285714;"Terrestre"
1998;"JUV";"TURMER";"Court";0;0;0;0;0,0447368421052631;"Terrestre"
1999;"JUV";"TURMER";"Court";0;0;0;0,222222222222222;0,247222222222222;"Terrestre"
2000;"JUV";"TURMER";"Court";0;0;0;0;0;"Terrestre"
2001;"JUV";"TURMER";"Court";0;0;0;0;0,125;"Terrestre"
2002;"JUV";"TURMER";"Court";0;0;0;0;0,128787878787879;"Terrestre"
2003;"JUV";"TURMER";"Court";0;0;0;0;0,117708333333333;"Terrestre"
2004;"JUV";"TURMER";"Court";0;0;0;0;0,11125;"Terrestre"
2005;"JUV";"TURMER";"Court";0;0;0;0;0,195833333333333;"Terrestre"
2006;"JUV";"TURMER";"Court";0;0;0;0;0,2625;"Terrestre"
2007;"JUV";"TURMER";"Court";0;0;0;0;0,2825;"Terrestre"
2008;"JUV";"TURMER";"Court";0;0;0;0;0,464285714285714;"Terrestre"
2009;"JUV";"TURMER";"Court";0;0;0;0;0,102597402597402;"Terrestre"
2010;"JUV";"TURMER";"Court";0;0;0;0;0,7125;"Terrestre"
2011;"JUV";"TURMER";"Court";0;0;0;0;0,25;"Terrestre"
2012;"JUV";"TURMER";"Court";0;0;0;0;0,0477272727272726;"Terrestre"
2013;"JUV";"TURMER";"Court";0;0;0;0;0,6;"Terrestre"
2014;"JUV";"TURMER";"Court";0;0;0;0,125;0,440000000000001;"Terrestre"
2015;"JUV";"TURMER";"Court";0;0;0;0;0,385416666666666;"Terrestre"
2016;"JUV";"TURMER";"Court";0;0;0;0;0,0409090909090908;"Terrestre"
2017;"JUV";"TURMER";"Court";0;0;0;0;0,516666666666666;"Terrestre"
2018;"JUV";"TURMER";"Court";0;0;0;0;0,196428571428571;"Terrestre"
2000;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2001;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2002;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2004;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2005;"AD";"ACRSCH";"Long";0,125;0,125;0,125;0,125;0,125;"Terrestre"
2006;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2007;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2011;"AD";"ACRSCH";"Long";0,00555555555555554;0,0555555555555556;0,111111111111111;0,166666666666667;0,216666666666667;"Terrestre"
2012;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2013;"AD";"ACRSCH";"Long";0,0083333333333333;0,0833333333333333;0,166666666666667;0,25;0,325;"Terrestre"
2014;"AD";"ACRSCH";"Long";0,00238095238095237;0,0238095238095238;0,0476190476190476;0,0714285714285714;0,0928571428571429;"Terrestre"
2015;"AD";"ACRSCH";"Long";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;"Terrestre"
2016;"AD";"ACRSCH";"Long";0,4;0,4;0,4;0,4;0,4;"Terrestre"
2017;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2018;"AD";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
1997;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
1998;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
1999;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2000;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2001;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2002;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2003;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2004;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2005;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2006;"JUV";"ACRSCH";"Long";0,00249999999999999;0,025;0,05;0,075;0,0975;"Terrestre"
2007;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2008;"JUV";"ACRSCH";"Long";0;0;0,0384615384615385;0,0934065934065934;0,137912087912088;"Terrestre"
2009;"JUV";"ACRSCH";"Long";0,00108695652173913;0,0108695652173913;0,0217391304347826;0,0326086956521739;0,0423913043478261;"Terrestre"
2010;"JUV";"ACRSCH";"Long";0,111904761904762;0,119047619047619;0,126984126984127;0,134920634920635;0,142063492063492;"Terrestre"
2011;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2012;"JUV";"ACRSCH";"Long";0;0;0;0,116883116883117;0,163095238095238;"Terrestre"
2013;"JUV";"ACRSCH";"Long";0;0;0;0,05;0,0708333333333333;"Terrestre"
2014;"JUV";"ACRSCH";"Long";0;0;0;0,0340909090909091;0,0640151515151515;"Terrestre"
2015;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2016;"JUV";"ACRSCH";"Long";0;0;0;0;0;"Terrestre"
2017;"JUV";"ACRSCH";"Long";0;0;0;0;0,0430555555555556;"Terrestre"
2018;"JUV";"ACRSCH";"Long";0;0;0;0;0,0210526315789474;"Terrestre"
1990;"AD";"ACRSCI";"Long";0,125929054054054;0,134290540540541;0,143581081081081;0,152871621621622;0,161233108108108;"Terrestre"
1991;"AD";"ACRSCI";"Long";0,0090909090909091;0,0909090909090909;0,181818181818182;0,190909090909091;0,199090909090909;"Terrestre"
1992;"AD";"ACRSCI";"Long";0;0;0;0,024390243902439;0,0902439024390244;"Terrestre"
1993;"AD";"ACRSCI";"Long";0;0;0;0,0918367346938776;0,174489795918367;"Terrestre"
1994;"AD";"ACRSCI";"Long";0,00333333333333332;0,0333333333333333;0,0666666666666667;0,1;0,13;"Terrestre"
1995;"AD";"ACRSCI";"Long";0,0721428571428571;0,0785714285714286;0,0857142857142857;0,0928571428571429;0,0992857142857143;"Terrestre"
1996;"AD";"ACRSCI";"Long";0,00405405405405406;0,0405405405405405;0,0810810810810811;0,0886174636174636;0,0954002079002079;"Terrestre"
1997;"AD";"ACRSCI";"Long";0;0;0,0111111111111111;0,0288617886178862;0,0467886178861789;"Terrestre"
1998;"AD";"ACRSCI";"Long";0,00263157894736842;0,0263157894736842;0,0526315789473684;0,104440789473684;0,151069078947368;"Terrestre"
1999;"AD";"ACRSCI";"Long";0,0356997971602434;0,0466531440162272;0,0588235294117647;0,0759233926128591;0,0913132694938441;"Terrestre"
2000;"AD";"ACRSCI";"Long";0;0;0;0,01;0,037;"Terrestre"
2001;"AD";"ACRSCI";"Long";0,00277777777777777;0,0277777777777778;0,0555555555555556;0,0833333333333333;0,108333333333333;"Terrestre"
2002;"AD";"ACRSCI";"Long";0,0673529411764706;0,0735294117647059;0,0833333333333333;0,0833333333333333;0,177083333333333;"Terrestre"
2003;"AD";"ACRSCI";"Long";0,0167724776938916;0,0284574468085106;0,0767241379310345;0,10480943738657;0,450657894736842;"Terrestre"
2004;"AD";"ACRSCI";"Long";0;0;0;0,0535714285714286;0,199603174603175;"Terrestre"
2005;"AD";"ACRSCI";"Long";0;0;0,0306122448979592;0,107142857142857;0,1625;"Terrestre"
2006;"AD";"ACRSCI";"Long";0,00546875;0,0519301470588235;0,107456140350877;0,159684684684685;0,247083333333333;"Terrestre"
2007;"AD";"ACRSCI";"Long";0;0,0263157894736842;0,115384615384615;0,176470588235294;0,20151724137931;"Terrestre"
2008;"AD";"ACRSCI";"Long";0;0,0208333333333333;0,105263157894737;0,129157427937916;0,512228260869565;"Terrestre"
2009;"AD";"ACRSCI";"Long";0;0,0357142857142857;0,129084967320261;0,189423076923077;0,340802675585284;"Terrestre"
2010;"AD";"ACRSCI";"Long";0;0;0,02;0,125767813267813;0,363534628378378;"Terrestre"
2011;"AD";"ACRSCI";"Long";0;0,00714285714285714;0,148484848484848;0,20630081300813;0,340526315789474;"Terrestre"
2012;"AD";"ACRSCI";"Long";0;0;0,0909090909090909;0,157894736842105;0,214141414141414;"Terrestre"
2013;"AD";"ACRSCI";"Long";0;0,00657894736842105;0,126696832579186;0,205693815987934;0,314583333333333;"Terrestre"
2014;"AD";"ACRSCI";"Long";0,00625;0,0512820512820513;0,0975609756097561;0,233333333333333;0,28022759601707;"Terrestre"
2015;"AD";"ACRSCI";"Long";0;0,0476190476190476;0,121212121212121;0,166666666666667;0,220567375886525;"Terrestre"
2016;"AD";"ACRSCI";"Long";0;0;0,0769230769230769;0,153061224489796;0,230550401978973;"Terrestre"
2017;"AD";"ACRSCI";"Long";0;0,0625;0,108187134502924;0,126008064516129;0,16008064516129;"Terrestre"
2018;"AD";"ACRSCI";"Long";0;0;0,0681818181818182;0,101785714285714;0,132543103448276;"Terrestre"
1990;"JUV";"ACRSCI";"Long";0,00624999999999998;0,0625;0,125;0,1875;0,24375;"Terrestre"
1991;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1992;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1993;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1994;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1996;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1997;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1998;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
1999;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
2000;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
2001;"JUV";"ACRSCI";"Long";0,153846153846154;0,153846153846154;0,153846153846154;0,153846153846154;0,153846153846154;"Terrestre"
2002;"JUV";"ACRSCI";"Long";0;0;0;0,05;0,133333333333333;"Terrestre"
2003;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
2004;"JUV";"ACRSCI";"Long";0;0;0;0;0;"Terrestre"
2005;"JUV";"ACRSCI";"Long";0;0;0;0,0696022727272727;0,840909090909091;"Terrestre"
2006;"JUV";"ACRSCI";"Long";0;0;0;0,0119047619047619;0,833333333333333;"Terrestre"
2007;"JUV";"ACRSCI";"Long";0;0;0;0;0,05;"Terrestre"
2008;"JUV";"ACRSCI";"Long";0;0;0;0,0504807692307692;0,160714285714286;"Terrestre"
2009;"JUV";"ACRSCI";"Long";0;0;0;0;0,046875;"Terrestre"
2010;"JUV";"ACRSCI";"Long";0;0;0;0;0,0421052631578948;"Terrestre"
2011;"JUV";"ACRSCI";"Long";0;0;0;0;0,123214285714286;"Terrestre"
2012;"JUV";"ACRSCI";"Long";0;0;0;0;0,0357142857142857;"Terrestre"
2013;"JUV";"ACRSCI";"Long";0;0;0;0;0,4125;"Terrestre"
2014;"JUV";"ACRSCI";"Long";0;0;0;0;0,375;"Terrestre"
2015;"JUV";"ACRSCI";"Long";0;0;0;0;0,0930769230769231;"Terrestre"
2016;"JUV";"ACRSCI";"Long";0;0;0;0;0,04;"Terrestre"
2017;"JUV";"ACRSCI";"Long";0;0;0;0,0794117647058823;0,776785714285714;"Terrestre"
2018;"JUV";"ACRSCI";"Long";0;0;0;0,046875;0,277083333333333;"Terrestre"
1991;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1992;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1993;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1994;"AD";"HIPPOL";"Long";0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;0,142857142857143;"Terrestre"
1995;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1996;"AD";"HIPPOL";"Long";0,0666666666666667;0,0666666666666667;0,0666666666666667;0,0666666666666667;0,0666666666666667;"Terrestre"
1997;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1998;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
1999;"AD";"HIPPOL";"Long";0;0;0;0;0;"Terrestre"
2000;"AD";"HIPPOL";"Long";0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;0,230769230769231;"Terrestre"
2001;"AD";"HIPPOL";"Long";0,00227272727272726;0,0227272727272727;0,0454545454545455;0,0681818181818182;0,0886363636363637;"Terrestre"
2002;"AD";"HIPPOL";"Long";0;0;0;0,0833333333333333;0,308333333333333;"Terrestre"
2003;"AD";"HIPPOL";"Long";0;0;0;0;0,0972222222222222;"Terrestre"
2004;"AD";"HIPPOL";"Long";0;0;0;0,0940438871473354;0,327478448275862;"Terrestre"
2005;"AD";"HIPPOL";"Long";0;0,0714285714285714;0,111111111111111;0,2;0,408080808080808;"Terrestre"
2006;"AD";"HIPPOL";"Long";0;0;0;0;0,0521739130434783;"Terrestre"
2007;"AD";"HIPPOL";"Long";0;0;0;0,0517857142857143;0,111785714285714;"Terrestre"
2008;"AD";"HIPPOL";"Long";0;0;0,0227272727272727;0,105113636363636;0,184979838709677;"Terrestre"
2009;"AD";"HIPPOL";"Long";0;0;0,125;0,176470588235294;0,325714285714286;"Terrestre"
2010;"AD";"HIPPOL";"Long";0;0,0714285714285714;0,166666666666667;0,1875;0,312820512820513;"Terrestre"
2011;"AD";"HIPPOL";"Long";0;0;0;0,0801282051282051;0,189732142857143;"Terrestre"
2012;"AD";"HIPPOL";"Long";0;0;0;0,0869565217391304;0,225195094760312;"Terrestre"
2013;"AD";"HIPPOL";"Long";0;0;0,0666666666666667;0,222222222222222;0,291097308488613;"Terrestre"
2014;"AD";"HIPPOL";"Long";0;0,0550986842105263;0,0910931174089069;0,125;0,217976588628763;"Terrestre"
2015;"AD";"HIPPOL";"Long";0;0;0;0,116883116883117;0,151674937965261;"Terrestre"
2016;"AD";"HIPPOL";"Long";0;0;0,0185185185185185;0,102564102564103;0,296540880503145;"Terrestre"
